Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Biovar	Race	Phylotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Predicted Species	Contig Number	No. N's	Barcode
RAL_AA1810AA	YO336	SRR37065421;ILLUMINA;Paired;;SRX32011819;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994974	SRS27952984	2026-02-20	2026-02-01	RAL_AA1810AA	Assembled	48.4	5.2	131371	5247889	Ralstonia solanacearum;100.0%	131	2613	RAL_AA1867AA_AS
RAL_AA1811AA	YO336	SRR37065422;ILLUMINA;Paired;;SRX32011818;SRA	Environment	Water/River	river water	2007	1	1		Europe	United Kingdom	England				52.55	-0.2	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54995002	SRS27952983	2026-02-20	2026-02-01	RAL_AA1811AA	Assembled	69.1	5.2	141139	5257166	Ralstonia solanacearum;100.0%	114	1512	RAL_AA1868AA_AS
RAL_AA1812AA	YO336	SRR37065423;ILLUMINA;Paired;;SRX32011817;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54995001	SRS27952982	2026-02-20	2026-02-01	RAL_AA1812AA	Assembled	101.3	5.2	141532	5249661	Ralstonia solanacearum;100.0%	123	1612	RAL_AA1869AA_AS
RAL_AA1813AA	YO336	SRR37065424;ILLUMINA;Paired;;SRX32011816;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54995000	SRS27952981	2026-02-20	2026-02-01	RAL_AA1813AA	Assembled	95.6	5.2	131371	5148736	Ralstonia solanacearum;100.0%	118	2118	RAL_AA1870AA_AS
RAL_AA1814AA	YO336	SRR37065425;ILLUMINA;Paired;;SRX32011815;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994973	SRS27952980	2026-02-20	2026-02-01	RAL_AA1814AA	Assembled	52.1	5.2	141139	5072169	Ralstonia solanacearum;100.0%	110	2055	RAL_AA1871AA_AS
RAL_AA1815AA	YO336	SRR37065426;ILLUMINA;Paired;;SRX32011814;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994999	SRS27952979	2026-02-20	2026-02-01	RAL_AA1815AA	Assembled	63.7	5.2	139283	5166994	Ralstonia solanacearum;100.0%	115	2289	RAL_AA1872AA_AS
RAL_AA1816AA	YO336	SRR37065427;ILLUMINA;Paired;;SRX32011813;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994998	SRS27952978	2026-02-20	2026-02-01	RAL_AA1816AA	Assembled	46.4	5.2	131372	5162143	Ralstonia solanacearum;100.0%	118	3709	RAL_AA1873AA_AS
RAL_AA1817AA	YO336	SRR37065428;ILLUMINA;Paired;;SRX32011812;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994997	SRS27952977	2026-02-20	2026-02-01	RAL_AA1817AA	Assembled	87.8	5.2	131372	5163788	Ralstonia solanacearum;100.0%	113	1150	RAL_AA1874AA_AS
RAL_AA1818AA	YO336	SRR37065429;ILLUMINA;Paired;;SRX32011811;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994996	SRS27952976	2026-02-20	2026-02-01	RAL_AA1818AA	Assembled	58.6	5.2	141007	5199102	Ralstonia solanacearum;100.0%	117	1609	RAL_AA1875AA_AS
RAL_AA1819AA	YO336	SRR37065430;ILLUMINA;Paired;;SRX32011810;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994995	SRS27952974	2026-02-20	2026-02-01	RAL_AA1819AA	Assembled	58.7	5.2	131372	5220507	Ralstonia solanacearum;100.0%	122	3350	RAL_AA1876AA_AS
RAL_AA1820AA	YO336	SRR37065431;ILLUMINA;Paired;;SRX32011809;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994994	SRS27952975	2026-02-20	2026-02-01	RAL_AA1820AA	Assembled	58.5	5.2	131369	5248300	Ralstonia solanacearum;100.0%	122	2169	RAL_AA1877AA_AS
RAL_AA1821AA	YO336	SRR37065432;ILLUMINA;Paired;;SRX32011808;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994993	SRS27952973	2026-02-20	2026-02-01	RAL_AA1821AA	Assembled	105.3	5.2	141532	5218960	Ralstonia solanacearum;100.0%	117	919	RAL_AA1878AA_AS
RAL_AA1822AA	YO336	SRR37065433;ILLUMINA;Paired;;SRX32011807;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994992	SRS27952972	2026-02-20	2026-02-01	RAL_AA1822AA	Assembled	82.9	5.2	141532	5218520	Ralstonia solanacearum;100.0%	115	1114	RAL_AA1879AA_AS
RAL_AA1823AA	YO336	SRR37065434;ILLUMINA;Paired;;SRX32011806;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994991	SRS27952971	2026-02-20	2026-02-01	RAL_AA1823AA	Assembled	61.5	5.2	140935	5160426	Ralstonia solanacearum;100.0%	115	1602	RAL_AA1880AA_AS
RAL_AA1824AA	YO336	SRR37065435;ILLUMINA;Paired;;SRX32011805;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994990	SRS27952970	2026-02-20	2026-02-01	RAL_AA1824AA	Assembled	70.6	5.2	141580	4818316	Ralstonia solanacearum;100.0%	95	1924	RAL_AA1881AA_AS
RAL_AA1825AA	YO336	SRR37065436;ILLUMINA;Paired;;SRX32011804;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994972	SRS27952969	2026-02-20	2026-02-01	RAL_AA1825AA	Assembled	38.1	5.2	141535	5026028	Ralstonia solanacearum;100.0%	120	4528	RAL_AA1882AA_AS
RAL_AA1826AA	YO336	SRR37065437;ILLUMINA;Paired;;SRX32011803;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994989	SRS27952968	2026-02-20	2026-02-01	RAL_AA1826AA	Assembled	98.5	5.2	144529	4776920	Ralstonia solanacearum;100.0%	89	1260	RAL_AA1883AA_AS
RAL_AA1827AA	YO336	SRR37065438;ILLUMINA;Paired;;SRX32011802;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994988	SRS27952967	2026-02-20	2026-02-01	RAL_AA1827AA	Assembled	82.9	5.2	141532	5197210	Ralstonia solanacearum;100.0%	116	1522	RAL_AA1884AA_AS
RAL_AA1828AA	YO336	SRR37065439;ILLUMINA;Paired;;SRX32011801;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994987	SRS27952966	2026-02-20	2026-02-01	RAL_AA1828AA	Assembled	72.1	5.2	141580	4860976	Ralstonia solanacearum;100.0%	104	1357	RAL_AA1885AA_AS
RAL_AA1829AA	YO336	SRR37065440;ILLUMINA;Paired;;SRX32011800;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994986	SRS27952965	2026-02-20	2026-02-01	RAL_AA1829AA	Assembled	80.1	5.2	144529	4814102	Ralstonia solanacearum;100.0%	87	636	RAL_AA1886AA_AS
RAL_AA1830AA	YO336	SRR37065441;ILLUMINA;Paired;;SRX32011799;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994985	SRS27952964	2026-02-20	2026-02-01	RAL_AA1830AA	Assembled	80.7	5.2	126871	5251374	Ralstonia solanacearum;100.0%	127	2185	RAL_AA1887AA_AS
RAL_AA1831AA	YO336	SRR37065442;ILLUMINA;Paired;;SRX32011798;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994984	SRS27952963	2026-02-20	2026-02-01	RAL_AA1831AA	Assembled	95.2	5.2	141532	5140762	Ralstonia solanacearum;100.0%	109	1184	RAL_AA1888AA_AS
RAL_AA1832AA	YO336	SRR37065443;ILLUMINA;Paired;;SRX32011797;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994983	SRS27952961	2026-02-20	2026-02-01	RAL_AA1832AA	Assembled	121	5.2	131369	5251064	Ralstonia solanacearum;100.0%	122	1616	RAL_AA1889AA_AS
RAL_AA1833AA	YO336	SRR37065444;ILLUMINA;Paired;;SRX32011796;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994982	SRS27952962	2026-02-20	2026-02-01	RAL_AA1833AA	Assembled	51.4	5.2	110342	5218125	Ralstonia solanacearum;100.0%	122	6936	RAL_AA1890AA_AS
RAL_AA1834AA	YO336	SRR37065445;ILLUMINA;Paired;;SRX32011795;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994981	SRS27952959	2026-02-20	2026-02-01	RAL_AA1834AA	Assembled	90.3	5.2	141139	5201211	Ralstonia solanacearum;100.0%	118	1734	RAL_AA1891AA_AS
RAL_AA1835AA	YO336	SRR37065446;ILLUMINA;Paired;;SRX32011794;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994980	SRS27952958	2026-02-20	2026-02-01	RAL_AA1835AA	Assembled	49.5	5.2	141139	5142860	Ralstonia solanacearum;100.0%	113	2512	RAL_AA1892AA_AS
RAL_AA1836AA	YO336	SRR37065447;ILLUMINA;Paired;;SRX32011793;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994971	SRS27952960	2026-02-20	2026-02-01	RAL_AA1836AA	Assembled	66	5.2	141535	5040601	Ralstonia solanacearum;100.0%	109	2006	RAL_AA1893AA_AS
RAL_AA1837AA	YO336	SRR37065448;ILLUMINA;Paired;;SRX32011792;SRA	Laboratory	Laboratory	Lab experimental evolution	2022	1	28		Europe	United Kingdom	England	York	York		53.95	-1.06	University of Helsinki	Ralstonia solanacearum					PRJNA1417349	SRP673620	SAMN54994970	SRS27952957	2026-02-20	2026-02-01	RAL_AA1837AA	Assembled	68.8	5.2	131369	5248687	Ralstonia solanacearum;100.0%	126	1911	RAL_AA1894AA_AS
RAL_AA1843AA	LMG 6976	SRR32059362;ILLUMINA;Paired;;SRX27408267;SRA	Environment	Plant	ENVO_03501101; Trifolium sp.					Asia	Indonesia							Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	Ralstonia syzygii					PRJNA1188077	SRP558653	SAMN44820519	SRS23838225	2026-02-20	2025-12-31	RAL_AA1843AA	Assembled	325.5	5.2	133840	5375581	Ralstonia solanacearum;97.04%	155	883	RAL_AA1861AA_AS
RAL_AA1845AA	UW193	SRR19071490;ILLUMINA;Paired;;SRX15141480;SRA	Environment	Plant	Cultivated field; Solanum lycopersicum	1964				South America	Peru							UC Davis	Ralstonia pseudosolanacearum					PRJNA834840	SRP373483	SAMN28078152	SRS12884779	2026-04-16	2026-04-16	RAL_AA1845AA	Assembled	269.8	5.2	89696	5785375	Ralstonia solanacearum;97.83%	188	3594	RAL_AA1898AA_AS
RAL_AA1846AA	UW191	SRR19071482;ILLUMINA;Paired;;SRX15141488;SRA	Environment	Plant	Cultivated plantation; Musa x paradisiaca	1964				South America	Peru							UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078150	SRS12884787	2026-04-16	2026-04-16	RAL_AA1846AA	Assembled	136.8	5.2	101748	5517920	Ralstonia solanacearum;99.81%	115	4184	RAL_AA1899AA_AS
RAL_AA1847AA	UW190	SRR19071483;ILLUMINA;Paired;;SRX15141487;SRA	Environment	Plant	Cultivated plantation; Musa x paradisiaca	1964				South America	Peru							UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078149	SRS12884786	2026-04-16	2026-04-16	RAL_AA1847AA	Assembled	366.8	5.2	150199	5504015	Ralstonia solanacearum;100.0%	100	1131	RAL_AA1900AA_AS
RAL_AA1848AA	UW180	SRR19071484;ILLUMINA;Paired;;SRX15141486;SRA	Environment	Plant	Cultivated plantation; Musa x paradisiaca	1961				South America	Colombia					3.6	-73.3	UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078148	SRS12884785	2026-04-16	2026-04-16	RAL_AA1848AA	Assembled	105.3	5.2	66730	5693565	Ralstonia solanacearum;100.0%	179	9895	RAL_AA1901AA_AS
RAL_AA1849AA	UW177	SRR19071485;ILLUMINA;Paired;;SRX15141485;SRA	Environment	Plant	Cultivated plantation; Musa x paradisiaca	1961				South America	Colombia					3.6	-73.3	UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078147	SRS12884784	2026-04-16	2026-04-16	RAL_AA1849AA	Assembled	257.3	5.2	151014	5378413	Ralstonia solanacearum;100.0%	89	765	RAL_AA1902AA_AS
RAL_AA1850AA	UW176	SRR19071486;ILLUMINA;Paired;;SRX15141484;SRA	Environment	Plant	Cultivated plantation; Musa x paradisiaca	1961				South America	Colombia					3.6	-73.3	UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078146	SRS12884783	2026-04-16	2026-04-16	RAL_AA1850AA	Assembled	369.1	5.2	151010	5381655	Ralstonia solanacearum;100.0%	101	1121	RAL_AA1903AA_AS
RAL_AA1851AA	UW174	SRR19071487;ILLUMINA;Paired;;SRX15141483;SRA	Environment	Plant	tropical rainforest (educated guess); Heliconia sp.	1961				South America	Colombia					3.6	-73.3	UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078145	SRS12884782	2026-04-16	2026-04-16	RAL_AA1851AA	Assembled	382.8	5.2	190590	5421660	Ralstonia solanacearum;100.0%	53	1319	RAL_AA1904AA_AS
RAL_AA1852AA	UW172	SRR19071488;ILLUMINA;Paired;;SRX15141482;SRA	Environment	Plant	tropical rainforest (educated guess); Heliconia sp.	1961				South America	Colombia					3.6	-73.3	UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078144	SRS12884781	2026-04-16	2026-04-16	RAL_AA1852AA	Assembled	420.7	5.2	208707	5422839	Ralstonia solanacearum;99.62%	55	821	RAL_AA1905AA_AS
RAL_AA1853AA	UW171	SRR19071489;ILLUMINA;Paired;;SRX15141481;SRA	Environment	Plant	tropical rainforest (educated guess); Heliconia sp.	1961				South America	Colombia					3.6	-73.3	UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078143	SRS12884780	2026-04-16	2026-04-16	RAL_AA1853AA	Assembled	399.4	5.2	191625	5302419	Ralstonia solanacearum;100.0%	49	716	RAL_AA1906AA_AS
RAL_AA1854AA	UW192	SRR19071491;ILLUMINA;Paired;;SRX15141479;SRA	Environment	Plant	Cultivated plantation; Musa x paradisiaca	1964				South America	Peru							UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078151	SRS12884778	2026-04-16	2026-04-16	RAL_AA1854AA	Assembled	140.2	5.2	144590	5515649	Ralstonia solanacearum;100.0%	94	1533	RAL_AA1907AA_AS
RAL_AA1855AA	UW158	SRR19071492;ILLUMINA;Paired;;SRX15141478;SRA	Environment	Plant	Cultivated plantation; Musa acuminata	1962				South America	Peru	Ayacucho						UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078142	SRS12884777	2026-04-16	2026-04-16	RAL_AA1855AA	Assembled	338.5	5.2	150904	5504654	Ralstonia solanacearum;100.0%	94	929	RAL_AA1908AA_AS
RAL_AA1856AA	UW132	SRR19071493;ILLUMINA;Paired;;SRX15141477;SRA	Environment	Plant	Cultivated plantation; Musa x paradisiaca	1962												UC Davis	Ralstonia solanacearum					PRJNA834840	SRP373483	SAMN28078141	SRS12884776	2026-04-16	2026-04-16	RAL_AA1856AA	Assembled	328.6	5.2	139845	5499451	Ralstonia solanacearum;100.0%	95	870	RAL_AA1909AA_AS
RAL_AA1857AA	NCPPB 3983	SRR37749117;OXFORD_NANOPORE;Single;;SRX32625184;SRA,SRR37625753;ILLUMINA;Paired;;SRX32506156;SRA	Environment	Plant	Solanum tuberosum					Asia	Indonesia							University of Exeter	Ralstonia syzygii					PRJNA1130007	SRP517073	SAMN56505474	SRS28399173	2026-04-16	2026-03-24	RAL_AA1857AA	Assembled	435.7	5.2	192041	5626010	Ralstonia solanacearum;99.82%	89	944	RAL_AA1910AA_AS
RAL_AA1858AA	NCPPB 3792	SRR37625754;ILLUMINA;Paired;;SRX32506155;SRA,SRR37749118;OXFORD_NANOPORE;Single;;SRX32625183;SRA	Environment	Plant	Syzygium aromaticum					Asia	Indonesia	Central Java						University of Exeter	Ralstonia syzygii					PRJNA1130007	SRP517073	SAMN56505473	SRS28399172	2026-04-16	2026-03-24	RAL_AA1858AA	Assembled	635.5	5.2	22538	4137579	Ralstonia solanacearum;95.28%	364	836	RAL_AA1912AA_AS
RAL_AA1860AA	NCPPB 3219	SRR37625756;ILLUMINA;Paired;;SRX32506153;SRA,SRR37749120;OXFORD_NANOPORE;Single;;SRX32625181;SRA	Environment	Plant	Syzygium aromaticum	1980				Asia	Indonesia							University of Exeter	Ralstonia syzygii					PRJNA1130007	SRP517073	SAMN56505471	SRS28399170	2026-04-16	2026-03-24	RAL_AA1860AA	Assembled	538.1	5.2	121915	5375103	Ralstonia solanacearum;96.87%	193	1552	RAL_AA1911AA_AS
RAL_AA1861AA	XWI2	SRR27732872;ILLUMINA;Paired;;SRX23398484;SRA,SRR27732893;OXFORD_NANOPORE;Single;;SRX23398463;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong	Zhanjiang Shi	Xuwen Xian		20.48322	110.12987	South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159257	SRS20259217	2026-04-18	2024-12-01	RAL_AA1861AA	Assembled	505.5	5.2	94262	5486805	Ralstonia solanacearum;98.35%	187	1453	RAL_AA1959AA_AS
RAL_AA1862AA	XWJ3	SRR27732873;OXFORD_NANOPORE;Single;;SRX23398483;SRA,SRR27732874;ILLUMINA;Paired;;SRX23398482;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong	Zhanjiang Shi	Xuwen Xian		20.48322	110.12987	South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159256	SRS20259227	2026-04-18	2024-12-01	RAL_AA1862AA	Assembled	473.8	5.2	88189	5641238	Ralstonia solanacearum;98.9%	174	1259	RAL_AA1914AA_AS
RAL_AA1863AA	YJA2	SRR27732875;OXFORD_NANOPORE;Single;;SRX23398481;SRA,SRR27732876;ILLUMINA;Paired;;SRX23398480;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong Province		Yangjiang City				South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159251	SRS20259226	2026-04-18	2024-12-01	RAL_AA1863AA	Assembled	456.7	5.2	88190	5728980	Ralstonia solanacearum;99.46%	201	1674	RAL_AA1958AA_AS
RAL_AA1864AA	SWC4	SRR27732878;ILLUMINA;Paired;;SRX23398478;SRA,SRR27732877;OXFORD_NANOPORE;Single;;SRX23398479;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong	Shanwei Shi	Shanwei				South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159255	SRS20259225	2026-04-18	2024-12-01	RAL_AA1864AA	Assembled	604	5.2	128148	5526465	Ralstonia solanacearum;99.28%	120	1382	RAL_AA1915AA_AS
RAL_AA1865AA	SWA6	SRR27732879;OXFORD_NANOPORE;Single;;SRX23398477;SRA,SRR27732880;ILLUMINA;Paired;;SRX23398476;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong	Shanwei Shi	Shanwei				South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159254	SRS20259224	2026-04-18	2024-12-01	RAL_AA1865AA	Assembled	268.9	5.2	157702	5653394	Ralstonia solanacearum;100.0%	99	1453	RAL_AA1916AA_AS
RAL_AA1866AA	MMB7	SRR27732882;ILLUMINA;Paired;;SRX23398474;SRA,SRR27732881;OXFORD_NANOPORE;Single;;SRX23398475;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong Province		Maoming City				South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159253	SRS20259223	2026-04-18	2024-12-01	RAL_AA1866AA	Assembled	414.8	5.2	84926	5731500	Ralstonia solanacearum;99.1%	177	1382	RAL_AA1917AA_AS
RAL_AA1867AA	MMB5	SRR27732883;OXFORD_NANOPORE;Single;;SRX23398473;SRA,SRR27732886;ILLUMINA;Paired;;SRX23398470;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong Province		Maoming City				South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159252	SRS20259221	2026-04-18	2024-12-01	RAL_AA1867AA	Assembled	482.9	5.2	90354	5733065	Ralstonia solanacearum;98.92%	175	1256	RAL_AA1951AA_AS
RAL_AA1868AA	NS25	SRR27732885;ILLUMINA;Paired;;SRX23398471;SRA,SRR27732884;OXFORD_NANOPORE;Single;;SRX23398472;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong	Zhanjiang Shi	Zhanjiang				South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159261	SRS20259222	2026-04-18	2024-12-01	RAL_AA1868AA	Assembled	417.1	5.2	92335	5725229	Ralstonia solanacearum;99.28%	180	1546	RAL_AA1918AA_AS
RAL_AA1869AA	DHD47	SRR27732887;PACBIO_SMRT;Single;;SRX23398469;SRA,SRR27732888;ILLUMINA;Paired;;SRX23398468;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong	Zhanjiang Shi	Zhanjiang				South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159260	SRS20259220	2026-04-18	2024-12-01	RAL_AA1869AA	Assembled	628.8	5.2	91542	5650378	Ralstonia solanacearum;99.28%	185	1064	RAL_AA1961AA_AS
RAL_AA1870AA	WYG1S	SRR27732890;ILLUMINA;Paired;;SRX23398466;SRA,SRR27732889;OXFORD_NANOPORE;Single;;SRX23398467;SRA	Environment	Plant	Casuarina	2018				Asia	China	Guangdong	Zhanjiang Shi	Zhanjiang				South China Agricultural University	Ralstonia pseudosolanacearum					PRJNA1037066	SRP486057	SAMN38159259	SRS20259219	2026-04-18	2024-12-01	RAL_AA1870AA	Assembled	519.4	5.2	80697	5727144	Ralstonia solanacearum;98.73%	186	1971	RAL_AA1960AA_AS
